headline,source,datetime,headline,sentiment,score,date
The AES Corporation As An Income Investment (Technical Analysis),SeekingAlpha,2025-05-20 22:59:51,The AES Corporation As An Income Investment (Technical Analysis),neutral,0.9427170157432556,2025-05-27
Janus Henderson Forty Fund Q1 2025 Commentary,SeekingAlpha,2025-05-20 16:15:00,Janus Henderson Forty Fund Q1 2025 Commentary,neutral,0.9433345198631287,2025-05-27
Do You Really Understand Huawei's Threat To Nvidia? (Rating Downgrade),SeekingAlpha,2025-05-20 16:01:57,Do You Really Understand Huawei's Threat To Nvidia? (Rating Downgrade),neutral,0.7220320701599121,2025-05-27
"American Express, Amazon.com Inc. share losses lead Dow's 150-point drop",MarketWatch,2025-05-20 15:53:00,"American Express, Amazon.com Inc. share losses lead Dow's 150-point drop",negative,0.9642291069030762,2025-05-27
Innovation Minds and Amazon Business Collaborate to Enhance Employee Rewards and Recognition,Finnhub,2025-05-20 15:50:35,Innovation Minds and Amazon Business Collaborate to Enhance Employee Rewards and Recognition,positive,0.5580820441246033,2025-05-27
"Dow's 260-point fall led by losses in NVIDIA Corp., Apple shares",MarketWatch,2025-05-20 14:29:00,"Dow's 260-point fall led by losses in NVIDIA Corp., Apple shares",negative,0.9652068614959717,2025-05-27
"Amazon: AWS Cloud Market Share Falls Below 30%, Microsoft Azure Is Winning",SeekingAlpha,2025-05-20 14:27:20,"Amazon: AWS Cloud Market Share Falls Below 30%, Microsoft Azure Is Winning",negative,0.9379491209983826,2025-05-27
XLG: Build Your Portfolio With The Best 50 Stocks,SeekingAlpha,2025-05-20 12:58:41,XLG: Build Your Portfolio With The Best 50 Stocks,neutral,0.8641409873962402,2025-05-27
"Amazon: AWS Powers The Bullish Case In Space, Cloud, And AI",SeekingAlpha,2025-05-20 12:51:45,"Amazon: AWS Powers The Bullish Case In Space, Cloud, And AI",neutral,0.8393075466156006,2025-05-27
Janus Henderson Opportunistic Alpha Managed Account Q1 2025 Commentary,SeekingAlpha,2025-05-20 12:32:00,Janus Henderson Opportunistic Alpha Managed Account Q1 2025 Commentary,neutral,0.9403479695320129,2025-05-27
Amazon: 3 Scenarios For 2025,SeekingAlpha,2025-05-20 12:07:34,Amazon: 3 Scenarios For 2025,neutral,0.9364266991615295,2025-05-27
Crypto scores a victory as stablecoin legislation stays alive in Senate,Yahoo,2025-05-20 11:45:38,Crypto scores a victory as stablecoin legislation stays alive in Senate,positive,0.8539396524429321,2025-05-27
3 Unstoppable Tech Stocks to Buy Hand Over Fist,Yahoo,2025-05-20 11:45:00,3 Unstoppable Tech Stocks to Buy Hand Over Fist,neutral,0.7605205178260803,2025-05-27
Janus Henderson Global Sustainable Equity Fund Q1 2025 Commentary,SeekingAlpha,2025-05-20 11:10:00,Janus Henderson Global Sustainable Equity Fund Q1 2025 Commentary,neutral,0.93877112865448,2025-05-27
Hyliion: Production Challenges Could Impact KARNO Commercialization Efforts - Hold,SeekingAlpha,2025-05-20 10:50:29,Hyliion: Production Challenges Could Impact KARNO Commercialization Efforts - Hold,negative,0.7366223931312561,2025-05-27
Janus Henderson Global Sustainable Equity (ADR) Managed Account Q1 2025 Commentary,SeekingAlpha,2025-05-20 10:22:00,Janus Henderson Global Sustainable Equity (ADR) Managed Account Q1 2025 Commentary,neutral,0.9382280707359314,2025-05-27
4 Reasons to Buy Amazon Stock Like There's No Tomorrow,Yahoo,2025-05-20 09:45:00,4 Reasons to Buy Amazon Stock Like There's No Tomorrow,neutral,0.9317309856414795,2025-05-27
Janus Henderson Global Research Fund Q1 2025 Commentary,SeekingAlpha,2025-05-20 09:33:00,Janus Henderson Global Research Fund Q1 2025 Commentary,neutral,0.9440654516220093,2025-05-27
TQQQ Has Been Beaten Down Enough (Rating Upgrade),SeekingAlpha,2025-05-20 09:17:56,TQQQ Has Been Beaten Down Enough (Rating Upgrade),negative,0.8155654668807983,2025-05-27
"1 Unstoppable Stock That Could Join Nvidia, Apple, and Microsoft in the $3 Trillion Club in 2026",Yahoo,2025-05-20 08:56:00,"1 Unstoppable Stock That Could Join Nvidia, Apple, and Microsoft in the $3 Trillion Club in 2026",neutral,0.5197609663009644,2025-05-27
"Tulipshare Capital LLC Files a Notice of Exempt Solicitation to Amazon.com, Inc",Finnhub,2025-05-20 07:50:46,"Tulipshare Capital LLC Files a Notice of Exempt Solicitation to Amazon.com, Inc",neutral,0.9336909055709839,2025-05-27
Amazon com : drones deliver items in 60 minutes or less—here’s how we simplified the process,Finnhub,2025-05-20 06:05:16,Amazon com : drones deliver items in 60 minutes or less—here’s how we simplified the process,neutral,0.9478076696395874,2025-05-27
Audientes to launch Companion on Amazon across 10 European markets in partnership with RMXdirect,Finnhub,2025-05-20 05:58:07,Audientes to launch Companion on Amazon across 10 European markets in partnership with RMXdirect,positive,0.49927157163619995,2025-05-27
3 Mega-Cap Stocks with Mounting Challenges,Yahoo,2025-05-20 04:39:06,3 Mega-Cap Stocks with Mounting Challenges,negative,0.7980193495750427,2025-05-27
Hinde Group Q1 2025 Partner Letter,SeekingAlpha,2025-05-20 04:30:00,Hinde Group Q1 2025 Partner Letter,neutral,0.9404798150062561,2025-05-27
Janus Henderson Concentrated Growth Managed Account Q1 2025 Commentary,SeekingAlpha,2025-05-20 04:02:00,Janus Henderson Concentrated Growth Managed Account Q1 2025 Commentary,neutral,0.7220796942710876,2025-05-27
Online Retail Stocks Q1 Recap: Benchmarking Revolve (NYSE:RVLV),Yahoo,2025-05-20 03:32:23,Online Retail Stocks Q1 Recap: Benchmarking Revolve (NYSE:RVLV),neutral,0.9045088887214661,2025-05-27
"Amazon: Told You To Buy At $180, Next Stop Is $250",SeekingAlpha,2025-05-20 02:54:04,"Amazon: Told You To Buy At $180, Next Stop Is $250",neutral,0.9417219758033752,2025-05-27
"Dow Jones Futures: Amazon, Broadcom, Meta, Palantir In Or Near Buy Zones",Yahoo,2025-05-20 02:21:38,"Dow Jones Futures: Amazon, Broadcom, Meta, Palantir In Or Near Buy Zones",neutral,0.8443995714187622,2025-05-27
Janus Henderson Concentrated All Cap Growth Managed Account Q1 2025 Commentary,SeekingAlpha,2025-05-20 00:44:00,Janus Henderson Concentrated All Cap Growth Managed Account Q1 2025 Commentary,neutral,0.815933883190155,2025-05-27
